PassengerId,Pclass,Age,SibSp,Parch,Fare,male,Q,S,Predicted
1231.0,3.0,24.0,0.0,0.0,7.2292,1.0,0.0,0.0,0.0
1232.0,2.0,18.0,0.0,0.0,10.5,1.0,0.0,1.0,0.0
1233.0,3.0,32.0,0.0,0.0,7.5792,1.0,0.0,1.0,0.0
1234.0,3.0,24.0,1.0,9.0,69.55,1.0,0.0,1.0,1.0
1235.0,1.0,58.0,0.0,1.0,512.3292,0.0,0.0,0.0,0.0
1236.0,3.0,24.0,1.0,1.0,14.5,1.0,0.0,1.0,1.0
1237.0,3.0,16.0,0.0,0.0,7.65,0.0,0.0,1.0,0.0
1238.0,2.0,26.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0
1239.0,3.0,38.0,0.0,0.0,7.2292,0.0,0.0,0.0,0.0
1240.0,2.0,24.0,0.0,0.0,13.5,1.0,0.0,1.0,1.0
1241.0,2.0,31.0,0.0,0.0,21.0,0.0,0.0,1.0,1.0
1242.0,1.0,45.0,0.0,1.0,63.3583,0.0,0.0,0.0,0.0
1243.0,2.0,25.0,0.0,0.0,10.5,1.0,0.0,1.0,0.0
1244.0,2.0,18.0,0.0,0.0,73.5,1.0,0.0,1.0,0.0
1245.0,2.0,49.0,1.0,2.0,65.0,1.0,0.0,1.0,1.0
1246.0,3.0,0.17,1.0,2.0,20.575,0.0,0.0,1.0,1.0
1247.0,1.0,50.0,0.0,0.0,26.0,1.0,0.0,1.0,1.0
1248.0,1.0,59.0,2.0,0.0,51.4792,0.0,0.0,1.0,0.0
1249.0,3.0,24.0,0.0,0.0,7.8792,1.0,0.0,1.0,0.0
1250.0,3.0,24.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0
1251.0,3.0,30.0,1.0,0.0,15.55,0.0,0.0,1.0,0.0
1252.0,3.0,14.5,8.0,2.0,69.55,1.0,0.0,1.0,1.0
1253.0,2.0,24.0,1.0,1.0,37.0042,0.0,0.0,0.0,1.0
1254.0,2.0,31.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0
1255.0,3.0,27.0,0.0,0.0,8.6625,1.0,0.0,1.0,1.0
1256.0,1.0,25.0,1.0,0.0,55.4417,0.0,0.0,0.0,0.0
1257.0,3.0,24.0,1.0,9.0,69.55,0.0,0.0,1.0,0.0
1258.0,3.0,24.0,1.0,0.0,14.4583,1.0,0.0,0.0,0.0
1259.0,3.0,22.0,0.0,0.0,39.6875,0.0,0.0,1.0,1.0
1260.0,1.0,45.0,0.0,1.0,59.4,0.0,0.0,0.0,0.0
1261.0,2.0,29.0,0.0,0.0,13.8583,1.0,0.0,0.0,0.0
1262.0,2.0,21.0,1.0,0.0,11.5,1.0,0.0,1.0,1.0
1263.0,1.0,31.0,0.0,0.0,134.5,0.0,0.0,0.0,0.0
1264.0,1.0,49.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1265.0,2.0,44.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0
1266.0,1.0,54.0,1.0,1.0,81.8583,0.0,0.0,1.0,1.0
1267.0,1.0,45.0,0.0,0.0,262.375,0.0,0.0,0.0,0.0
1268.0,3.0,22.0,2.0,0.0,8.6625,0.0,0.0,1.0,0.0
1269.0,2.0,21.0,0.0,0.0,11.5,1.0,0.0,1.0,1.0
1270.0,1.0,55.0,0.0,0.0,50.0,1.0,0.0,1.0,0.0
1271.0,3.0,5.0,4.0,2.0,31.3875,1.0,0.0,1.0,0.0
1272.0,3.0,24.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0
1273.0,3.0,26.0,0.0,0.0,7.8792,1.0,1.0,0.0,0.0
1274.0,3.0,24.0,0.0,0.0,14.5,0.0,0.0,1.0,0.0
1275.0,3.0,19.0,1.0,0.0,16.1,0.0,0.0,1.0,0.0
1276.0,2.0,29.0,0.0,0.0,12.875,1.0,0.0,1.0,1.0
1277.0,2.0,24.0,1.0,2.0,65.0,0.0,0.0,1.0,0.0
1278.0,3.0,24.0,0.0,0.0,7.775,1.0,0.0,1.0,0.0
1279.0,2.0,57.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0
1280.0,3.0,21.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0
1281.0,3.0,6.0,3.0,1.0,21.075,1.0,0.0,1.0,1.0
1282.0,1.0,23.0,0.0,0.0,93.5,1.0,0.0,1.0,1.0
1283.0,1.0,51.0,0.0,1.0,39.4,0.0,0.0,1.0,1.0
1284.0,3.0,13.0,0.0,2.0,20.25,1.0,0.0,1.0,0.0
1285.0,2.0,47.0,0.0,0.0,10.5,1.0,0.0,1.0,0.0
1286.0,3.0,29.0,3.0,1.0,22.025,1.0,0.0,1.0,1.0
1287.0,1.0,18.0,1.0,0.0,60.0,0.0,0.0,1.0,0.0
1288.0,3.0,24.0,0.0,0.0,7.25,1.0,1.0,0.0,1.0
1289.0,1.0,48.0,1.0,1.0,79.2,0.0,0.0,0.0,0.0
1290.0,3.0,22.0,0.0,0.0,7.775,1.0,0.0,1.0,0.0
1291.0,3.0,31.0,0.0,0.0,7.7333,1.0,1.0,0.0,1.0
1292.0,1.0,30.0,0.0,0.0,164.8667,0.0,0.0,1.0,0.0
1293.0,2.0,38.0,1.0,0.0,21.0,1.0,0.0,1.0,1.0
1294.0,1.0,22.0,0.0,1.0,59.4,0.0,0.0,0.0,1.0
1295.0,1.0,17.0,0.0,0.0,47.1,1.0,0.0,1.0,1.0
1296.0,1.0,43.0,1.0,0.0,27.7208,1.0,0.0,0.0,0.0
1297.0,2.0,20.0,0.0,0.0,13.8625,1.0,0.0,0.0,0.0
1298.0,2.0,23.0,1.0,0.0,10.5,1.0,0.0,1.0,1.0
1299.0,1.0,50.0,1.0,1.0,211.5,1.0,0.0,0.0,1.0
1300.0,3.0,24.0,0.0,0.0,7.7208,0.0,1.0,0.0,1.0
1301.0,3.0,3.0,1.0,1.0,13.775,0.0,0.0,1.0,1.0
1302.0,3.0,24.0,0.0,0.0,7.75,0.0,1.0,0.0,1.0
1303.0,1.0,37.0,1.0,0.0,90.0,0.0,1.0,0.0,1.0
1304.0,3.0,28.0,0.0,0.0,7.775,0.0,0.0,1.0,0.0
1305.0,3.0,24.0,0.0,0.0,8.05,1.0,0.0,1.0,1.0
1306.0,1.0,39.0,0.0,0.0,108.9,0.0,0.0,0.0,0.0
1307.0,3.0,38.5,0.0,0.0,7.25,1.0,0.0,1.0,0.0
1308.0,3.0,24.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0
1309.0,3.0,24.0,1.0,1.0,22.3583,1.0,0.0,0.0,
